ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,Nombre del atributo 4,Valor(es) del atributo 4,Atributo visible 4,Atributo global 4
,,70030003,PIERNA DE CORDERO C/H ,1,0,visible,PIERNA DE CORDERO calidad Nueva Zelanda.\nMarca: Agneau\nPeso Aproximado 7.5 kg.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$365,Carne de Cordero,,,"http://localhost/meatindeed/wp-content/uploads/70030003.jpg, http://localhost/meatindeed/wp-content/uploads/70030003-3.jpg",,,,,,,,,,Peso aprox.,7.5 Kg,1,0,Calidad,,1,1,Marca, NEW ZELAND SPRING LAMB ,1,1,Piezas,1,1,1
,,70060000,PATO ,1,0,visible,PATO  Marca: Maple Leaf\nPeso Aproximado 2.5 kg.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$183,Aves,,,"http://localhost/meatindeed/wp-content/uploads/70060000.jpg, http://localhost/meatindeed/wp-content/uploads/70060000-2.jpg, http://localhost/meatindeed/wp-content/uploads/70060000-3.jpg",,,,,,,,,,Peso aprox.,2.5 Kg,1,0,Calidad,,1,1,Marca, MAPLE LEAF ,1,1,Piezas,1,1,1
,,70060002,PECHUGA DE PATO,1,0,visible,PECHUGA DE PATO Marca: Maple Leaf\nPeso Aproximado 875 g.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$742,Aves,,,"http://localhost/meatindeed/wp-content/uploads/70060002.jpg, http://localhost/meatindeed/wp-content/uploads/70060002-2.jpg, http://localhost/meatindeed/wp-content/uploads/70060002-3.jpg",,,,,,,,,,Peso aprox.,875 g,1,0,Calidad,,1,1,Marca, MAPLE LEAF ,1,1,Piezas,1,1,1
,,70020009,VEAL TOP ROUND LIMPIA,1,0,visible,VEAL RACK Marca: Provimi\nPeso Aproximado 2.5 kg.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,032",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70020009.jpg, http://localhost/meatindeed/wp-content/uploads/70020009-2.jpg",,,,,,,,,,Peso aprox.,2.5 Kg,1,0,Calidad,,1,1,Marca, PROVIMI ,1,1,Piezas,1,1,1
,,70020018,VEAL CHOP 10 OZ FRANCES,1,0,visible,VEAL CHOP Marca: Provimi\nPeso Aproximado 283 g.\n3 piezas por pedido,,,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,228",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70020018.jpg, http://localhost/meatindeed/wp-content/uploads/70020018-2.jpg",,,,,,,,,,Peso aprox.,283 g,1,0,Calidad,,1,1,Marca, PROVIMI ,1,1,Piezas,3,1,1
,,70040026,PORK RACK KUROBUTA SRF,1,0,visible,PORK RACK KUROBUTA calidad Wagyu Americana.\nMarca: Snake River Farms\nPeso Aproximado 3.85 kg.\n1 pieza,,,,none,tasa-cero,1,,,0,0,,,,,0,,,"$2,220",Carne de Cerdo,,,"http://localhost/meatindeed/wp-content/uploads/70040026.jpg, http://localhost/meatindeed/wp-content/uploads/70040026-2.jpg",,,,,,,,,,Peso aprox.,3.85 Kg,1,0,Calidad,,1,1,Marca, SNAKE RIVER FARMS ,1,1,Piezas,1,1,1
,,70070000,FILETE DE SALMON PREMIUM,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$808,Pescados,,,"http://localhost/meatindeed/wp-content/uploads/70070000.jpg, http://localhost/meatindeed/wp-content/uploads/70070000-2.jpg, http://localhost/meatindeed/wp-content/uploads/70070000-3.jpg",,,,,,,,,,Peso aprox.,1.8 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,70070006,MEDALLON ATUN 8 OZ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$64,Pescados,,,"http://localhost/meatindeed/wp-content/uploads/70070006.jpg, http://localhost/meatindeed/wp-content/uploads/70070006-2.jpg",,,,,,,,,,Peso aprox.,227 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,180,JAMON SERRANO SAN RAFAEL,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$97,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/180.jpg,,,,,,,,,,Peso aprox.,100 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,5195,JAMON SERRANO TANGAMANGA,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$42,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/5195.jpg,,,,,,,,,,Peso aprox.,100 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,5194,JAMON SERRANO A GRANEL,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,"$2,180",Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/5195.jpg,,,,,,,,,,Peso aprox.,5.6 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,5170,LOMO CANADIENSE ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$249,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/5170.jpg,,,,,,,,,,Peso aprox.,800 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,17596,LOMO AHUMADO ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$108,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/17596.jpg,,,,,,,,,,Peso aprox.,200 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,4950,CHORIZO ESPAÑOL ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$26,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/4950.jpg,,,,,,,,,,Peso aprox.,100 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,116,PECHUGA DE PAVO VIRGINIA ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$62,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/116.jpg,,,,,,,,,,Peso aprox.,259 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,12,PECHUGA DE PAVO,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$79,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/12.jpg,,,,,,,,,,Peso aprox.,250 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,294,SALCHICHA PAVO 500 GRS,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$51,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/294.jpg,,,,,,,,,,Peso aprox.,500 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,890,SALCHICHA HOT DOG,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$84,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/890.jpg,,,,,,,,,,Peso aprox.,1 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,380,SALCHICHA JUMBO,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$121,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/380.jpg,,,,,,,,,,Peso aprox.,454 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,307,SALCHICHA PARA ASAR,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$65,Carnes Frías,,,http://localhost/meatindeed/wp-content/uploads/307.jpg,,,,,,,,,,Peso aprox.,800 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,10878,QUESO PANELA CREMOSO ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$108,Quesos,,,http://localhost/meatindeed/wp-content/uploads/10878.jpg,,,,,,,,,,Peso aprox.,1 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,8150,QUESO PANELA ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$242,Quesos,,,"http://localhost/meatindeed/wp-content/uploads/8150.jpg, http://localhost/meatindeed/wp-content/uploads/8150-2.jpg",,,,,,,,,,Peso aprox.,1.8 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,10506,QUESO PANELA CREMOSO ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$383,Quesos,,,http://localhost/meatindeed/wp-content/uploads/10506.jpg,,,,,,,,,,Peso aprox.,2.2 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,8033,QUESO OAXACA ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$81,Quesos,,,http://localhost/meatindeed/wp-content/uploads/8033.jpg,,,,,,,,,,Peso aprox.,400 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,10518,QUESO OAXACA 3KG ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$623,Quesos,,,http://localhost/meatindeed/wp-content/uploads/10518.jpg,,,,,,,,,,Peso aprox.,3 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,10538,QUESO MANCHEGO REBANADO ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$97,Quesos,,,http://localhost/meatindeed/wp-content/uploads/10538.jpg,,,,,,,,,,Peso aprox.,400g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,8206,MANCHEGO REBANADO 800G ,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$172,Quesos,,,http://localhost/meatindeed/wp-content/uploads/8206.jpg,,,,,,,,,,Peso aprox.,800 g,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,8077,QUESO GOUDA REBANADO,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,$368,Quesos,,,http://localhost/meatindeed/wp-content/uploads/8077.jpg,,,,,,,,,,Peso aprox.,1.944 Kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,1,1,1
,,70011333,RIB EYE ROLL 11OZ CAB,1,0,visible,,,,,none,tasa-cero,1,,,0,0,,,,,0,,,"$1,069",Carne de Res,,,"http://localhost/meatindeed/wp-content/uploads/70011333.jpg, http://localhost/meatindeed/wp-content/uploads/70011333-2.jpg",,,,,,,,,,Peso aprox.,310kg,1,0,Calidad,,1,1,Marca,,1,1,Piezas,3,1,1
